                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    412,                0.96763,                  1.399,                0.76618,                 1.1107,                0.59157,                0.51148,                0.54914,                0.32777,                0.57773,                0.48719,                0.48626,                0.24608,                 1.4768,                  2.546,                 1.3532,                 1.5683,              0.0059311,              0.0059311,              0.0059311
                    413,                0.96653,                   1.42,                0.77341,                 1.0998,                0.59433,                0.52054,                0.55258,                0.31902,                0.56513,                 0.4915,                0.48941,                0.24744,                 1.4965,                  2.448,                 1.3404,                 1.5814,              0.0059212,              0.0059212,              0.0059212
                    414,                0.99048,                 1.4292,                0.78315,                 1.1099,                0.56312,                0.54406,                0.54488,                0.31757,                0.55257,                0.52469,                 0.4987,                 0.2445,                 1.5291,                  2.368,                 1.3019,                 1.6097,              0.0059113,              0.0059113,              0.0059113
                    415,                0.96341,                 1.4274,                0.78006,                 1.0864,                0.60236,                0.52055,                0.53931,                0.31031,                0.57662,                0.51638,                0.51339,                0.25719,                 1.5284,                 2.4732,                 1.3444,                 1.6026,              0.0059014,              0.0059014,              0.0059014
                    416,                0.95326,                 1.3817,                0.76346,                 1.0903,                0.58844,                0.56292,                0.55609,                0.31889,                0.56563,                0.53493,                0.50066,                0.25497,                 1.5555,                  2.463,                 1.2986,                 1.6371,              0.0058915,              0.0058915,              0.0058915
                    417,                0.94698,                 1.3994,                0.76748,                 1.0903,                0.65599,                 0.5347,                0.58196,                0.33723,                0.63603,                0.50107,                0.51397,                 0.2646,                 1.4811,                 2.6116,                 1.2644,                 1.5835,              0.0058816,              0.0058816,              0.0058816
                    418,                0.96157,                 1.3762,                 0.7656,                 1.1074,                0.70672,                0.51325,                0.57488,                0.33591,                0.66655,                0.48316,                0.51256,                0.26082,                 1.4557,                 2.5218,                 1.2912,                 1.5734,              0.0058717,              0.0058717,              0.0058717
                    419,                0.97202,                 1.4187,                 0.7577,                 1.0895,                0.66422,                0.50993,                0.56928,                 0.3345,                 0.6414,                0.47851,                0.50723,                0.26825,                 1.4486,                 2.4472,                 1.2532,                 1.5642,              0.0058618,              0.0058618,              0.0058618
                    420,                0.95695,                  1.385,                0.76143,                 1.0921,                0.51731,                0.41929,                0.44647,                0.25942,                0.50006,                0.36364,                0.38677,                0.20721,                 1.5774,                 2.7554,                 1.8485,                 1.5894,              0.0058519,              0.0058519,              0.0058519
                    421,                0.96539,                 1.4004,                0.78935,                 1.1073,                0.56884,                0.45764,                0.48752,                 0.2733,                0.49946,                 0.4477,                0.42944,                0.21009,                 1.5873,                 2.5525,                 1.5614,                 1.6441,               0.005842,               0.005842,               0.005842
                    422,                  0.965,                 1.4422,                0.78915,                 1.0982,                0.64028,                0.48482,                0.54462,                0.31152,                0.55526,                0.48511,                0.48003,                  0.246,                 1.5198,                 2.4203,                 1.3285,                 1.6027,              0.0058321,              0.0058321,              0.0058321
                    423,                0.95554,                 1.3974,                0.76951,                 1.0992,                0.63621,                0.52287,                 0.5707,                 0.3319,                0.60941,                0.49449,                 0.5043,                0.26961,                 1.5275,                 2.6409,                 1.3128,                  1.632,              0.0058222,              0.0058222,              0.0058222
                    424,                0.94561,                 1.3634,                0.75909,                 1.0875,                0.61506,                0.54055,                0.57139,                0.34297,                 0.6168,                0.48959,                0.51618,                0.27176,                 1.4749,                 2.4806,                 1.3293,                 1.5838,              0.0058123,              0.0058123,              0.0058123
                    425,                0.93788,                 1.3923,                0.76597,                 1.0889,                0.59427,                0.48461,                0.53219,                0.31325,                0.64054,                0.46375,                0.50497,                0.26477,                 1.5359,                 2.4822,                 1.3888,                 1.5906,              0.0058024,              0.0058024,              0.0058024
                    426,                0.94918,                 1.3896,                0.76151,                 1.0935,                 0.6349,                0.54282,                 0.5579,                0.33116,                0.62755,                0.50959,                0.51495,                0.27094,                 1.4833,                 2.4675,                 1.3163,                 1.5711,              0.0057925,              0.0057925,              0.0057925
                    427,                0.94781,                 1.4014,                0.76627,                 1.0953,                0.64812,                0.49487,                0.54195,                0.31259,                 0.5845,                0.48701,                0.49047,                0.25358,                 1.5041,                 2.6663,                  1.351,                 1.6037,              0.0057826,              0.0057826,              0.0057826
                    428,                 0.9703,                 1.4343,                0.76601,                 1.1002,                0.69741,                0.50498,                0.58212,                0.32527,                0.62316,                 0.4748,                0.50317,                0.25975,                   1.49,                 2.2668,                 1.2929,                 1.5808,              0.0057727,              0.0057727,              0.0057727
                    429,                0.97258,                 1.4175,                0.78702,                 1.1069,                0.67922,                0.54679,                0.57441,                0.32467,                0.63868,                0.50285,                0.50848,                0.26275,                 1.5044,                 2.3207,                 1.2736,                 1.6067,              0.0057628,              0.0057628,              0.0057628
                    430,                0.93524,                 1.3436,                0.75733,                 1.0819,                0.69742,                0.51744,                0.57751,                0.33053,                0.67932,                0.50923,                0.53496,                0.27424,                  1.507,                 2.4778,                 1.3138,                 1.5739,              0.0057529,              0.0057529,              0.0057529
                    431,                0.94471,                 1.3655,                 0.7613,                 1.1029,                0.59969,                0.56391,                0.57001,                 0.3379,                0.56531,                0.52737,                0.50243,                0.26411,                 1.5025,                  2.624,                 1.3115,                 1.5731,               0.005743,               0.005743,               0.005743
                    432,                0.98489,                 1.4379,                0.80935,                 1.1083,                0.61067,                0.49644,                0.54856,                0.33976,                0.62917,                0.48385,                0.52312,                0.27403,                 1.4785,                  2.542,                 1.3142,                 1.5321,              0.0057331,              0.0057331,              0.0057331
                    433,                0.95929,                 1.3872,                0.79037,                 1.1009,                0.63726,                0.50116,                0.53667,                 0.3186,                0.55193,                0.51746,                0.49251,                 0.2485,                   1.49,                 2.4669,                 1.3527,                 1.5656,              0.0057232,              0.0057232,              0.0057232
                    434,                0.95511,                 1.4035,                0.77193,                 1.0872,                0.60428,                0.54467,                 0.5529,                0.32901,                0.59632,                0.53627,                0.50006,                0.27015,                  1.489,                 2.5192,                 1.3014,                 1.6086,              0.0057133,              0.0057133,              0.0057133
                    435,                0.96176,                 1.4019,                0.77547,                 1.1079,                0.68143,                0.49961,                0.55343,                0.32905,                0.59547,                0.53889,                0.52104,                0.27026,                 1.5059,                 2.5011,                 1.3306,                 1.6401,              0.0057034,              0.0057034,              0.0057034
                    436,                 0.9637,                 1.3806,                0.75848,                 1.0926,                0.62314,                 0.5352,                0.56984,                 0.3309,                0.58221,                0.49874,                0.49079,                0.26124,                 1.4912,                 2.3961,                 1.3061,                 1.5811,              0.0056935,              0.0056935,              0.0056935
                    437,                0.95045,                 1.4169,                0.77858,                 1.0976,                0.58305,                0.55781,                0.56555,                0.31658,                0.53029,                0.52047,                0.47855,                0.25077,                 1.4905,                 2.4142,                 1.3145,                 1.5896,              0.0056836,              0.0056836,              0.0056836
                    438,                0.94582,                 1.4127,                0.76337,                 1.0896,                0.62246,                0.50204,                0.55294,                0.31573,                0.52231,                0.46841,                0.48122,                 0.2451,                 1.4681,                  2.534,                 1.3905,                  1.569,              0.0056737,              0.0056737,              0.0056737
                    439,                0.94752,                 1.4051,                0.75648,                 1.0961,                0.60631,                0.53624,                0.56138,                0.33246,                0.53798,                0.49219,                0.46772,                0.24972,                 1.4585,                 2.4598,                 1.2969,                  1.594,              0.0056638,              0.0056638,              0.0056638
                    440,                0.95243,                 1.4047,                0.74828,                 1.0853,                0.62805,                0.52244,                0.56541,                0.31639,                0.53884,                  0.485,                0.47559,                0.25408,                 1.5005,                 2.4557,                 1.3093,                 1.5939,              0.0056539,              0.0056539,              0.0056539
                    441,                0.91927,                 1.3383,                0.72349,                 1.0635,                0.58334,                0.54557,                0.57161,                0.34132,                0.54278,                0.51056,                0.49155,                0.26213,                   1.48,                 2.4564,                 1.2754,                 1.5741,               0.005644,               0.005644,               0.005644
                    442,                0.90944,                 1.3549,                0.72084,                 1.0588,                0.64921,                0.51318,                0.55811,                0.31821,                0.60316,                0.50341,                0.49385,                0.24239,                 1.4856,                 2.4117,                 1.3118,                 1.5878,              0.0056341,              0.0056341,              0.0056341
                    443,                0.92854,                 1.3537,                0.74428,                 1.0846,                0.70366,                0.48875,                0.53519,                0.30855,                0.66059,                0.46891,                0.48393,                0.24169,                 1.5273,                 2.4549,                 1.3505,                 1.6503,              0.0056242,              0.0056242,              0.0056242
                    444,                0.94349,                 1.4019,                 0.7761,                 1.0873,                 0.6356,                0.54712,                0.56066,                 0.3259,                0.64065,                0.54382,                0.50794,                  0.257,                 1.4961,                 2.4924,                 1.2983,                 1.5908,              0.0056143,              0.0056143,              0.0056143
                    445,                0.96491,                 1.3881,                0.77607,                 1.0971,                0.65265,                 0.5163,                0.53817,                0.29727,                0.61158,                0.49071,                0.46851,                0.24316,                 1.5529,                 2.6208,                 1.3634,                 1.6025,              0.0056044,              0.0056044,              0.0056044
                    446,                0.93332,                 1.3541,                0.75481,                 1.0722,                0.68173,                0.51322,                0.54502,                0.31788,                0.66702,                0.47867,                0.49991,                0.26447,                 1.4908,                 2.5203,                 1.3112,                 1.6221,              0.0055945,              0.0055945,              0.0055945
                    447,                0.93016,                 1.3695,                 0.7307,                 1.0796,                0.63797,                0.47679,                 0.5175,                0.29768,                0.63287,                0.46506,                 0.4891,                0.26281,                 1.5725,                  2.519,                 1.3917,                 1.7249,              0.0055846,              0.0055846,              0.0055846
                    448,                0.92164,                 1.3541,                0.74154,                 1.0757,                0.62026,                0.54269,                0.54579,                0.31031,                 0.6542,                0.50575,                0.52519,                0.26505,                 1.5238,                 2.5293,                 1.2759,                 1.6312,              0.0055747,              0.0055747,              0.0055747
                    449,                0.93696,                 1.3787,                0.74102,                 1.0788,                0.65003,                0.52019,                0.55252,                 0.3243,                0.61182,                 0.4892,                0.50335,                0.25224,                 1.4994,                 2.5152,                 1.2598,                 1.5785,              0.0055648,              0.0055648,              0.0055648
                    450,                0.92894,                 1.3382,                0.75003,                 1.0782,                0.63787,                0.51209,                  0.556,                0.31645,                0.58768,                0.49272,                0.49753,                0.23995,                 1.4965,                  2.498,                 1.2882,                 1.5887,              0.0055549,              0.0055549,              0.0055549
                    451,                0.95296,                 1.3919,                0.75054,                 1.0781,                0.69459,                0.49166,                0.54937,                0.31821,                0.64063,                0.45246,                0.47051,                0.24053,                 1.4867,                 2.4725,                 1.2999,                  1.592,               0.005545,               0.005545,               0.005545
                    452,                0.95056,                 1.4191,                0.74827,                 1.0798,                0.70086,                0.48811,                0.54756,                 0.3163,                0.68401,                0.44927,                0.46751,                0.23557,                 1.5174,                 2.4839,                   1.34,                 1.6194,              0.0055351,              0.0055351,              0.0055351
                    453,                0.97431,                 1.4102,                 0.7674,                 1.0974,                0.64615,                0.50536,                0.53878,                0.31102,                0.59323,                0.48586,                0.45699,                0.23851,                 1.5279,                 2.3355,                 1.3201,                 1.6139,              0.0055252,              0.0055252,              0.0055252
                    454,                0.94887,                  1.358,                0.74509,                 1.0919,                0.71694,                0.49807,                0.54654,                0.31746,                0.69319,                0.49021,                 0.4923,                0.24918,                 1.5078,                 2.3991,                 1.3772,                 1.6232,              0.0055153,              0.0055153,              0.0055153
                    455,                 1.0335,                 1.4411,                0.78479,                 1.1234,                0.63043,                0.38719,                0.41975,                0.21792,                0.52469,                0.36712,                0.35875,                0.17215,                 1.7107,                 2.9093,                 1.7151,                 1.7852,              0.0055054,              0.0055054,              0.0055054
                    456,                 1.0203,                 1.5077,                0.81698,                 1.1312,                0.58138,                0.52776,                0.54003,                0.29998,                0.57139,                0.49684,                0.49083,                0.25519,                   1.56,                 2.7035,                 1.3615,                 1.6257,              0.0054955,              0.0054955,              0.0054955
                    457,                0.98183,                  1.453,                0.75747,                 1.0979,                0.64579,                0.52592,                0.55643,                0.32711,                0.66408,                0.49069,                0.48334,                0.25082,                 1.4379,                 2.3921,                 1.2584,                 1.5527,              0.0054856,              0.0054856,              0.0054856
                    458,                0.96172,                 1.4136,                0.74331,                 1.0762,                0.70999,                0.50589,                0.56341,                0.33958,                 0.6998,                0.48316,                0.50498,                0.25477,                 1.4265,                 2.4589,                  1.273,                 1.5344,              0.0054757,              0.0054757,              0.0054757
                    459,                0.93339,                 1.3703,                0.72653,                 1.0686,                0.66506,                0.48457,                0.54854,                0.33018,                0.62432,                0.48127,                0.49616,                0.26578,                 1.4555,                 2.5305,                 1.3126,                 1.5571,              0.0054658,              0.0054658,              0.0054658
                    460,                0.93543,                 1.3811,                0.75409,                 1.0847,                0.66593,                  0.501,                0.52713,                0.29595,                0.63286,                0.45791,                0.44346,                0.21793,                 1.4972,                 2.5153,                 1.4959,                 1.6391,              0.0054559,              0.0054559,              0.0054559
                    461,                0.97601,                  1.405,                0.77248,                 1.1067,                0.56849,                0.54185,                0.51246,                0.29668,                0.53025,                0.49532,                 0.4363,                0.22021,                 1.5325,                 2.5904,                 1.4646,                 1.6455,               0.005446,               0.005446,               0.005446
                    462,                0.94964,                 1.3947,                0.75117,                 1.0947,                0.56328,                0.53623,                0.52867,                0.31153,                0.51359,                0.54086,                0.48429,                0.24571,                 1.4753,                 2.5418,                 1.3738,                 1.6025,              0.0054361,              0.0054361,              0.0054361
                    463,                0.94547,                 1.3826,                0.75879,                  1.084,                0.65183,                0.51941,                0.55412,                0.31792,                0.61394,                0.53162,                0.51741,                 0.2599,                 1.5057,                 2.5556,                 1.3256,                 1.6008,              0.0054262,              0.0054262,              0.0054262
                    464,                0.95298,                 1.4011,                0.75153,                 1.0791,                0.57015,                0.54328,                0.53793,                 0.2941,                0.57261,                0.51794,                0.48652,                0.23907,                 1.5331,                 2.6062,                 1.3732,                 1.5894,              0.0054163,              0.0054163,              0.0054163
                    465,                0.92991,                 1.3559,                0.74412,                 1.0822,                0.65013,                0.52977,                0.54875,                0.32516,                0.60001,                0.52521,                0.49418,                0.25425,                 1.5066,                 2.4878,                  1.312,                  1.602,              0.0054064,              0.0054064,              0.0054064
                    466,                 0.9309,                 1.3848,                0.74112,                 1.0784,                0.60673,                0.46015,                0.47582,                0.28031,                0.55805,                 0.4408,                0.42705,                  0.218,                 1.5745,                 2.6225,                  1.466,                 1.6856,              0.0053965,              0.0053965,              0.0053965
                    467,                0.92716,                 1.3766,                0.75164,                 1.0846,                0.63435,                0.49853,                 0.5236,                0.29675,                0.60821,                0.45722,                0.45976,                0.23727,                 1.5619,                 2.4571,                 1.3598,                 1.6567,              0.0053866,              0.0053866,              0.0053866
                    468,                0.93219,                 1.3793,                0.75433,                 1.0743,                0.63193,                0.53861,                0.56799,                0.33432,                0.57469,                0.52268,                0.50617,                0.26466,                 1.4918,                 2.4363,                 1.2788,                 1.6269,              0.0053767,              0.0053767,              0.0053767
                    469,                0.93017,                 1.3903,                0.74804,                 1.0694,                0.58786,                0.52738,                0.55105,                0.31161,                0.56986,                0.50689,                0.50569,                0.26236,                 1.5272,                 2.4545,                 1.3187,                 1.6315,              0.0053668,              0.0053668,              0.0053668
                    470,                0.92602,                 1.3785,                0.73657,                 1.0671,                0.60497,                0.47509,                0.52133,                0.30311,                0.57222,                0.47172,                 0.4862,                0.24601,                 1.5623,                 2.6185,                 1.4052,                 1.6839,              0.0053569,              0.0053569,              0.0053569
                    471,                0.92905,                  1.363,                0.74923,                 1.0764,                 0.6753,                0.53076,                0.57202,                0.33994,                 0.6321,                0.52432,                0.51901,                0.25833,                  1.513,                 2.6349,                 1.2956,                 1.6245,               0.005347,               0.005347,               0.005347
                    472,                0.94039,                 1.3475,                0.76757,                 1.0805,                0.62321,                 0.5179,                0.54209,                0.31481,                0.57427,                0.47854,                0.45844,                0.23618,                 1.4984,                 2.7482,                 1.3932,                 1.5791,              0.0053371,              0.0053371,              0.0053371
                    473,                0.95364,                 1.4084,                0.77266,                 1.0819,                0.59388,                0.51161,                0.54891,                0.32485,                0.57062,                0.49999,                0.48537,                0.23371,                 1.5106,                 2.7615,                 1.3791,                 1.6214,              0.0053272,              0.0053272,              0.0053272
                    474,                0.93573,                 1.3708,                0.75905,                 1.0817,                0.62139,                0.53706,                0.55228,                0.32688,                0.61296,                0.50802,                0.50626,                0.25682,                  1.492,                 2.5922,                 1.3143,                 1.5843,              0.0053173,              0.0053173,              0.0053173
                    475,                0.94866,                 1.3505,                  0.763,                 1.0799,                0.62817,                0.53198,                0.54882,                0.33457,                0.62853,                0.52353,                0.51544,                0.26204,                 1.5099,                 2.4899,                 1.3235,                  1.589,              0.0053074,              0.0053074,              0.0053074
                    476,                0.92069,                  1.345,                0.73768,                 1.0648,                0.58357,                0.54552,                0.56269,                0.33895,                0.60947,                0.52278,                0.53045,                0.27092,                 1.4381,                 2.4554,                 1.2774,                 1.5087,              0.0052975,              0.0052975,              0.0052975
                    477,                0.94216,                 1.3859,                0.74937,                 1.0925,                0.58329,                0.57524,                0.56453,                0.32651,                0.56006,                 0.5484,                0.52366,                0.26073,                  1.448,                 2.3846,                 1.3087,                 1.5439,              0.0052876,              0.0052876,              0.0052876
                    478,                0.94125,                 1.3665,                0.73022,                 1.0714,                0.61891,                0.52449,                0.55971,                0.33317,                0.60613,                0.50837,                0.51182,                0.26128,                 1.4402,                  2.423,                 1.3646,                 1.5364,              0.0052777,              0.0052777,              0.0052777
                    479,                0.93055,                 1.3355,                0.72294,                  1.078,                0.56562,                0.48677,                 0.4979,                0.28049,                0.56209,                0.44879,                0.44805,                0.23183,                 1.6431,                 2.7533,                 1.6138,                  1.685,              0.0052678,              0.0052678,              0.0052678
                    480,                0.94971,                 1.3476,                0.75104,                 1.0967,                0.61536,                0.42198,                0.45957,                0.26486,                0.55918,                0.40229,                0.41788,                0.22326,                 1.6748,                 2.8218,                 1.6352,                  1.708,              0.0052579,              0.0052579,              0.0052579
                    481,                0.93114,                 1.3535,                0.74774,                 1.0857,                0.65278,                0.49992,                 0.5256,                0.28751,                0.64876,                0.47072,                0.48112,                0.24305,                  1.602,                 2.5415,                 1.4142,                 1.6648,               0.005248,               0.005248,               0.005248
                    482,                0.91873,                 1.3372,                0.72151,                 1.0604,                  0.622,                 0.4986,                0.54301,                 0.3049,                0.61404,                0.46492,                0.47909,                0.24314,                 1.5764,                 2.4727,                 1.3739,                 1.6483,              0.0052381,              0.0052381,              0.0052381
                    483,                0.92381,                 1.3442,                0.72038,                 1.0662,                0.61973,                 0.5318,                0.55506,                0.32702,                 0.6386,                0.50933,                0.52329,                0.26304,                 1.5274,                 2.5351,                 1.3407,                 1.6082,              0.0052282,              0.0052282,              0.0052282
                    484,                0.89258,                 1.3004,                0.70156,                 1.0499,                 0.5527,                0.58967,                0.57571,                0.34318,                0.54744,                0.51644,                0.50647,                0.26546,                 1.4732,                 2.4492,                 1.2607,                  1.582,              0.0052183,              0.0052183,              0.0052183
                    485,                0.92964,                 1.2929,                0.72098,                 1.0709,                0.63087,                 0.5139,                0.55098,                0.33075,                0.65064,                0.45825,                0.49054,                0.25085,                 1.4886,                 2.5099,                 1.2872,                  1.579,              0.0052084,              0.0052084,              0.0052084
                    486,                0.90016,                 1.3004,                0.70363,                 1.0593,                0.64286,                0.49096,                 0.5158,                0.29223,                0.60607,                0.46607,                0.45364,                0.22973,                 1.5603,                 2.5393,                 1.4474,                 1.6118,              0.0051985,              0.0051985,              0.0051985
                    487,                0.88117,                 1.2544,                0.68713,                 1.0488,                0.58784,                0.53746,                0.54903,                0.32527,                0.56468,                0.51016,                0.48696,                0.25396,                 1.5176,                 2.5994,                 1.3429,                 1.5965,              0.0051886,              0.0051886,              0.0051886
                    488,                0.93085,                 1.3657,                0.72383,                 1.0785,                0.63675,                0.52609,                0.56093,                0.33124,                0.55768,                0.52607,                0.50761,                 0.2707,                 1.5238,                  2.424,                 1.3389,                 1.6092,              0.0051787,              0.0051787,              0.0051787
                    489,                 0.9249,                 1.3424,                0.74087,                 1.0807,                0.66482,                0.48511,                0.54225,                 0.3239,                0.66676,                0.47926,                0.51221,                0.27062,                 1.5209,                 2.5101,                 1.3629,                    1.6,              0.0051688,              0.0051688,              0.0051688
                    490,                0.90416,                 1.2874,                0.71684,                 1.0645,                0.66679,                0.49399,                  0.554,                0.33828,                0.61782,                0.48474,                0.50576,                0.26383,                 1.4782,                 2.5771,                 1.2895,                 1.5699,              0.0051589,              0.0051589,              0.0051589
                    491,                0.89978,                 1.2954,                0.71833,                 1.0622,                0.62432,                0.51833,                0.56365,                0.33212,                0.53636,                0.51798,                 0.4917,                0.26787,                 1.4675,                  2.506,                  1.262,                 1.5675,               0.005149,               0.005149,               0.005149
                    492,                0.89421,                 1.2719,                0.69355,                 1.0541,                 0.6478,                0.47508,                 0.5339,                0.31056,                0.61031,                0.48784,                0.50057,                0.26421,                  1.523,                 2.6084,                 1.2919,                 1.6123,              0.0051391,              0.0051391,              0.0051391
                    493,                0.88975,                 1.2543,                0.69389,                  1.054,                0.69728,                0.48417,                0.55626,                0.32497,                0.65944,                0.47738,                0.51835,                0.28998,                 1.5195,                 2.6281,                 1.3253,                 1.6053,              0.0051292,              0.0051292,              0.0051292
                    494,                0.90353,                 1.3075,                0.69959,                 1.0613,                0.64953,                 0.4944,                0.54394,                0.32243,                0.62959,                0.48926,                0.51404,                0.28074,                 1.5303,                 2.5796,                 1.3692,                 1.6214,              0.0051193,              0.0051193,              0.0051193
                    495,                0.87753,                 1.2822,                0.69686,                 1.0524,                0.63883,                0.50601,                0.54581,                0.32232,                0.61196,                0.50213,                0.50665,                0.27789,                 1.4872,                 2.5523,                  1.357,                  1.573,              0.0051094,              0.0051094,              0.0051094
                    496,                 0.8958,                 1.2971,                0.70783,                  1.068,                0.66305,                0.49455,                0.52964,                0.30407,                 0.6315,                0.46664,                0.46623,                0.25005,                 1.5151,                 2.6979,                 1.4522,                 1.6138,              0.0050995,              0.0050995,              0.0050995
                    497,                0.91126,                 1.3219,                 0.7181,                 1.0674,                0.61636,                0.50306,                 0.5411,                0.32481,                0.60191,                0.49005,                0.48326,                0.25662,                 1.5162,                 2.4824,                 1.3293,                 1.6078,              0.0050896,              0.0050896,              0.0050896
                    498,                0.89523,                  1.286,                0.70875,                 1.0573,                0.60769,                0.54079,                0.55381,                0.32474,                0.59831,                0.51232,                0.50034,                0.26048,                 1.5348,                 2.5236,                 1.3146,                 1.6237,              0.0050797,              0.0050797,              0.0050797
                    499,                0.89594,                 1.2917,                0.69983,                  1.057,                0.56104,                0.58446,                0.55731,                0.32625,                0.59674,                 0.5097,                0.49943,                0.26185,                  1.509,                 2.6594,                 1.3335,                 1.6278,              0.0050698,              0.0050698,              0.0050698
                    500,                0.91232,                 1.3237,                0.71589,                  1.067,                0.63377,                0.50761,                0.53554,                 0.3031,                 0.5703,                 0.4715,                0.47027,                0.23455,                 1.5751,                 2.7523,                 1.3463,                 1.7125,              0.0050599,              0.0050599,              0.0050599
                    501,                0.89085,                    1.3,                0.71245,                 1.0737,                0.61159,                0.51343,                0.53892,                0.31669,                0.57407,                0.48483,                0.47379,                0.24391,                 1.5172,                 2.6551,                 1.3542,                 1.6344,                0.00505,                0.00505,                0.00505
                    502,                0.90024,                 1.3101,                0.69864,                 1.0603,                 0.6097,                0.52285,                0.54484,                 0.3194,                0.59325,                0.50594,                0.48481,                0.24925,                 1.5239,                 2.5977,                 1.3615,                 1.6449,              0.0050401,              0.0050401,              0.0050401
                    503,                0.93228,                  1.377,                0.73969,                 1.0809,                0.61875,                0.52782,                0.54454,                0.30692,                0.58481,                0.49705,                0.48313,                0.24873,                 1.5452,                   2.52,                 1.3298,                 1.6323,              0.0050302,              0.0050302,              0.0050302
                    504,                0.89251,                 1.2973,                0.70722,                 1.0548,                0.73221,                0.51598,                 0.5689,                 0.3209,                0.64325,                0.52407,                0.51536,                0.26347,                 1.5253,                 2.4763,                 1.3083,                 1.6318,              0.0050203,              0.0050203,              0.0050203
                    505,                0.89813,                 1.2936,                0.70014,                  1.049,                0.70614,                0.52064,                 0.5692,                0.31391,                0.66333,                0.48927,                0.50073,                 0.2474,                 1.5739,                 2.5861,                 1.3579,                 1.6946,              0.0050104,              0.0050104,              0.0050104
